,0,1
78,"['우리', '아빠', '는', '키', '가', '크다']",8
79,"['조립', '하다', '어렵다', '레고', '도', '고모', '가', '척척', '만들다', '줄다']",8
80,"['저', '랑', '제', '동생', '은', '쌍둥이', '에요']",8
81,"['나', '는', '여동생', '이', '있다']",8
82,"['삼촌', '방', '에', '가면', '컴퓨터', '가', '크다', '게', '있다']",8
83,"['삼촌', '이', '오시', '면', '제', '방', '에서', '같이', '게임', '을', '해', '요']",8
84,"['고모', '가', '열', '살', '생일', '선물', '로', '제', '가', '제일', '갖다', '싶다', '레고', '를', '사주다']",8
85,"['우리', '삼촌', '은', '베트남', '에', '있다']",8
86,"['엄마', '뱃속', '에', '동생', '이', '있다', '다음', '달', '에', '동생', '이', '태어나다']",8
87,"['이모', '는', '중학교', '영어', '선생님', '이에요']",8
88,"['아빠', '는', '주말', '에', '저', '랑', '자다', '놀다']",8
89,"['우리', '할머니', '는', '요리', '를', '자다', '하다']",8
90,"['제', '동생', '은', '제', '물건', '을', '자꾸', '가져가다']",8
91,"['나', '는', '주말', '에', '아빠', '랑', '캐치', '볼', '을', '해']",8
92,"['할머니', '는', '희다', '머리', '가', '많다']",8
93,"['내', '동생', '은', '맨날', '귀찮다', '졸졸', '쫓다', '다니다']",8
94,"['나다', '보여주다', '한번', '만', '해', '보다']",8
95,"['어제', '가', '우리', '아빠', '생일', '이다']",8
96,"['이모', '생일', '이어서', '케이크', '사다']",8
97,"['이번', '주', '토요일', '은', '아빠', '생일', '이에요']",8
98,"['내', '동생', '은', '겨울', '에', '태어나다']",8
99,"['아빠', '생일', '이어서', '생일', '카드', '써다']",8
100,"['다음', '주', '에', '할아버지', '생신', '이래', '요']",8
101,"['엄마', '생일', '에', '맛있다', '거', '먹다', '갈다', '거래', '요']",8
102,"['어제', '할머니', '생신', '이', '셔', '서', '파티', '하다']",8
103,"['내일', '은', '내', '동생', '생일', '이에요']",8
104,"['제', '생일', '은', '시', '월', '이에요']",8
105,"['할머니', '생신', '은', '다음', '달이다']",8
106,"['오늘', '은', '우리', '엄마', '생일', '이에요']",8
107,"['그저께', '할아버지', '생신', '파티', '하다']",8
108,"['이모', '네', '갈다', '거', '예요', '이모', '부', '생신', '이래', '요']",8
109,"['저', '는', '동생', '이', '가끔', '미우다', '때', '가', '있다']",8
110,"['여름', '방학', '때', '울산', '이', '모집', '에', '놀다', '갈다', '거', '에요']",8
111,"['제', '동생', '은', '제', '말', '을', '자다', '안', '들다']",8
112,"['우리', '아빠', '는', '키', '가', '크다']",8
113,"['아빠', '는', '주말', '에', '저', '랑', '자다', '놀다']",8
114,"['엄마', '가', '티비', '보다', '되다', '진짜']",8
115,"['우리', '할머니', '는', '요리', '를', '자다', '하다']",8
116,"['삼촌', '방', '에', '가면', '컴퓨터', '크다', '게', '있다']",8
117,"['할머니', '는', '희다', '머리', '가', '많다']",8
118,"['저', '는', '할머니', '외할아버지', '랑', '같이', '살다']",8
119,"['삼촌', '은', '내', '가', '말', '하다', '거', '다', '만들다', '주다']",8
120,"['저', '는', '남동생', '이', '하다', '명', '있다']",8
121,"['우리', '집', '에는', '이모', '가', '주신', '고양이', '가', '두', '마리', '있다']",8
122,"['할머니', '는', '희다', '머리', '가', '많다', '염색', '을', '해', '요']",8
123,"['고모', '랑', '주말', '마다', '레고', '하다', '게', '너무', '재미있다']",8
124,"['시끄럽다', '떠들다', '얄밉다']",8
125,"['우리', '집다', '고양이', '를', '키우다']",8
126,"['엄마', '는', '저', '한테', '항상', '양보', '하', '라고', '하다', '동생', '편', '만', '들다']",8
127,"['조립', '하다', '어렵다', '레고', '도', '고모', '가', '척척', '만들다', '줄다']",8
128,"['삼촌', '은', '기타', '를', '자다', '치다']",8
129,"['엄마', '가', '밥', '먹다', '빨리', '나오다']",8
130,"['나', '숙제', '하다', '돼다', '방해', '하다', '마']",8
131,"['동생', '이', '생기', '면', '잘', '하다', '줄', '거', '예요']",8
132,"['엄마', '는', '게임', '하다', '걸', '싫어하다', '이모', '집', '에', '가면', '게임', '을', '실컷', '하다', '수', '있다']",8
133,"['저', '는', '엄마', '가', '제일', '좋다']",8
134,"['우리', '삼촌', '은', '베트남', '에', '있다']",8
135,"['저', '는', '엄마', '도', '좋다', '아빠', '도', '좋다']",8
136,"['삼촌', '이', '오시', '면', '제', '방', '에서', '같이', '게임', '하다']",8
137,"['우리', '엄마', '가', '세상', '에서', '제일', '예쁘다']",8
138,"['저희', '는', '말티즈', '하다', '마리', '를', '키우다']",8
139,"['나', '는', '여동생', '이', '있다']",8
140,"['할머니', '네', '집', '근처', '에', '바다', '가', '있다', '자주', '놀다', '가요']",8
141,"['아빠', '회사', '명동', '에', '있다', '주말', '에', '놀다', '간', '적', '이', '있다']",8
142,"['우리', '할머니', '는', '시골', '에', '사다']",8
143,"['엄마', '가', '학교', '에', '데리다', '오다', '때', '가', '너무', '기', '달다']",8
144,"['저', '는', '동생', '한테', '재미있다', '동화책', '을', '자주', '읽다']",8
145,"['우리', '이모', '는', '미국', '에', '살', '아']",8
146,"['밥', '먹다', '하래', '이', '거', '다', '정리', '하다']",8
147,"['엄마', '뱃속', '에', '동생', '이', '있다', '다음', '달', '에', '동생', '이', '태어나다']",8
148,"['할아버지', '는', '머리', '가', '하', '얘', '요']",8
149,"['우리', '가족', '은', '네', '명', '이에요']",8
150,"['내', '동생', '은', '유치원', '다니다']",8
151,"['우리', '엄마', '는', '선생님', '이야']",8
152,"['우리', '가족', '은', '네', '명', '이야']",8
153,"['맨날', '내', '말', '따르다', '공부', '하다', '방해', '하다']",8
154,"['할아버지', '는', '책', '을', '보다', '때', '돋보기', '를', '써다']",8
155,"['고모', '랑', '게임', '하다', '게', '재밌다']",8
156,"['제', '동생', '은', '제', '물건', '자꾸', '가져가다']",8
157,"['우리', '가족', '은', '엄마', '아빠', '나', '세', '명', '이', '요']",8
158,"['저', '랑', '제', '동생', '은', '세', '살', '차이', '가', '나요']",8
159,"['저', '랑', '제', '동생', '은', '쌍둥이', '에요']",8
160,"['할머니', '집', '에', '놀다', '갈다', '때', '마다', '제', '가', '좋아하다', '음식', '많이', '만들다', '줄다']",8
161,"['나다', '하다', '나다', '해보다', '싶다']",8
162,"['놀이터', '갈래', '엄마', '한테', '물어보다']",8
163,"['저', '는', '여동생', '이', '두', '명', '있다']",8
164,"['내', '동생', '은', '맨날', '귀찮다', '졸졸', '쫓다', '다니다']",8
165,"['이모', '는', '중학교', '영어', '선생님', '이에요']",8
166,"['고모', '가', '열', '살', '생일', '선물', '로', '제', '가', '제일', '갖다', '싶다', '레고', '를', '사주다']",8
167,"['이', '거', '내', '거', '잖다', '만', '지지', '마']",8
168,"['너', '지금', '나', '때리다', '엄마', '한테', '이르다', '거야']",8
169,"['우리', '아빠', '는', '회사원', '이에요']",8
170,"['할아버지', '랑', '문구점', '같이', '가기', '로', '약속', '하다']",8
171,"['나', '이', '거', '볼', '거야', '조용하다', '해']",8
172,"['저희', '는', '할머니', '랑', '같이', '살다']",8
173,"['저', '도', '아빠', '를', '닮다', '그렇다', '키', '가', '크다']",8
174,"['할아버지', '는', '희다', '머리', '가', '많다', '눈', '이', '나쁘다', '안경', '을', '써다']",8
175,"['이', '책', '다', '보다', '이제', '내', '가', '보다', '돼다']",8
176,"['나', '지금', '숙제', '하고', '있다']",8
177,"['우리', '집', '강아지', '가', '두', '마리', '있다']",8
178,"['삼촌', '이', '이번', '주말', '에', '숙모', '가', '되다', '분과', '같이', '오다', '하다']",8
179,"['나다', '모르다', '엄마', '한테', '물어', '보다']",8
180,"['맛있다', '나다', '하다', '입', '만']",8
181,"['나', '는', '주말', '에', '아빠', '랑', '캐치', '볼', '을', '해']",8
182,"['나다', '보여주다', '한번', '만', '해', '보다']",8
183,"['너', '숙제', '다', '하다', '게임', '하다', '돼다']",8
184,"['삼촌', '이랑', '레고', '만들다', '게', '좋다']",8
185,"['우리', '아빠', '는', '은행', '에서', '일해']",8
186,"['이모', '집', '에', '가면', '제', '가', '좋아하다', '사촌', '들', '과', '놀', '수', '있다', '벌써', '부터', '기대', '가', '돼다']",8
187,"['삼촌', '은', '나이', '가', '서른', '살이', '넘다', '결혼', '은', '하다', '않다']",8
188,"['하다', '달', '에', '하다', '번', '수원', '할머니', '네', '집', '에', '가요']",8
189,"['이모', '는', '저', '랑', '자다', '놀다', '주다']",8
190,"['이', '거', '내', '거', '잖다', '만', '지지', '마']",8
191,"['삼촌', '은', '기타', '를', '자다', '치다']",8
192,"['나', '이', '거', '볼', '거야', '조용하다', '해']",8
193,"['이', '책', '다', '보다', '이제', '내', '가', '보다', '돼다']",8
194,"['저', '랑', '제', '동생', '은', '세', '살', '차이', '가', '나요']",8
195,"['제', '동생', '은', '제', '물건', '을', '자꾸', '가져가다']",8
196,"['너', '숙제', '다', '하다', '게임', '하다', '돼다']",8
197,"['할아버지', '는', '머리', '가', '하', '얘', '요']",8
198,"['저', '랑', '제', '동생', '은', '쌍둥이', '에요']",8
199,"['삼촌', '은', '나이', '가', '서른', '살이', '넘다', '결혼', '은', '하다', '않다']",8
200,"['밥', '먹다', '하래', '이', '거', '다', '정리', '하다']",8
201,"['삼촌', '이', '오시', '면', '제', '방', '에서', '같이', '게임', '하다']",8
202,"['나다', '보여주다', '한번', '만', '해', '보다']",8
203,"['나', '지금', '숙제', '하고', '있다']",8
204,"['다음', '주', '에', '할아버지', '생신', '이래', '요']",8
205,"['저', '도', '아빠', '닮다', '그렇다', '키', '가', '크다']",8
206,"['어제', '할머니', '생신', '이', '셔', '서', '파티', '하다']",8
207,"['엄마', '뱃속', '에', '동생', '이', '있다', '다음', '달', '에', '동생', '이', '태어나다']",8
208,"['나다', '하다', '나다', '해보다', '싶다']",8
209,"['우리', '가족', '은', '네', '명', '이에요']",8
210,"['내', '동생', '은', '겨울', '에', '태어나다']",8
211,"['할머니', '집', '에', '놀다', '갈다', '때', '마다', '제', '가', '좋아하다', '음식', '을', '많이', '만들다', '줄다']",8
212,"['우리', '아빠', '는', '키', '가', '크다']",8
213,"['삼촌', '이', '이번', '주말', '에', '숙모', '가', '되다', '분과', '같이', '오다', '하다']",8
214,"['할아버지', '는', '희다', '머리', '가', '많다', '눈', '이', '나쁘다', '안경', '을', '써다']",8
215,"['제', '생일', '은', '시', '월', '이에요']",8
216,"['내일', '내', '동생', '생일', '이에요']",8
217,"['이모', '네', '갈다', '거', '예요', '이모', '부', '생신', '이래', '요']",8
218,"['우리', '가족', '은', '엄마', '아빠', '나', '세', '명', '이', '요']",8
219,"['우리', '집', '에', '강아지', '가', '두', '마리', '있다']",8
220,"['엄마', '가', '밥', '먹다', '빨리', '나오다']",8
221,"['저희', '는', '할머니', '랑', '같이', '살다']",8
222,"['할머니', '네', '집', '근처', '에', '바다', '가', '있다', '자주', '놀다', '가요']",8
223,"['할아버지', '랑', '문구점', '같이', '가기', '로', '약속', '하다']",8
224,"['삼초', '랑', '레고', '만들다', '게', '좋다']",8
225,"['이모', '생일', '이어서', '케이크', '사다']",8
226,"['우리', '할머니', '는', '요리', '를', '자다', '하다']",8
227,"['나다', '모르다', '엄마', '한테', '물어', '보다']",8
228,"['저', '는', '동생', '한테', '재미있다', '동화책', '을', '자주', '읽다']",8
229,"['삼촌', '방', '에', '가면', '컴퓨터', '가', '크다', '게', '있다']",8
230,"['아빠', '회사', '가', '명동', '에', '있다', '주말', '에', '놀다', '간', '적', '이', '있다']",8
231,"['할머니', '는', '희다', '머리', '가', '많다', '염색', '을', '해', '요']",8
232,"['여름', '방학', '때', '울산', '이', '모집', '에', '놀다', '갈다', '거', '에요']",8
233,"['저희', '는', '말티즈', '하다', '마리', '를', '키우다']",8
234,"['우리', '엄마', '가', '세상', '에서', '제일', '예쁘다']",8
235,"['우리', '집', '에는', '이모', '가', '주신', '고양이', '가', '두', '마리', '있다']",8
236,"['우리', '집다', '고양이', '를', '키우다']",8
237,"['엄마', '는', '게임', '하다', '걸', '싫어하다', '이모', '집', '에', '가면', '게임', '을', '실컷', '하다', '수', '있다']",8
238,"['저', '는', '엄마', '가', '제일', '좋다']",8
239,"['저', '는', '남동생', '이', '하다', '명', '있다']",8
240,"['너', '지금', '나', '때리다', '엄마', '한테', '이르다', '거야']",8
241,"['할머니', '는', '희다', '머리', '가', '많다']",8
242,"['이모', '는', '저', '랑', '자다', '놀다', '주다']",8
243,"['엄마', '생일', '에', '맛있다', '거', '먹다', '갈래', '요']",8
244,"['저', '는', '동생', '이', '가끔', '미우다', '때', '가', '있다']",8
245,"['제', '동생', '은', '제', '말', '을', '자다', '안', '들다']",8
246,"['저', '는', '엄마', '도', '좋다', '아빠', '도', '좋다']",8
247,"['맛있다', '나다', '하다', '입', '만']",8
248,"['아빠', '생일', '이어서', '생일', '카드', '써다']",8
249,"['동생', '이', '생기', '면', '잘', '하다', '줄', '거', '예요']",8
250,"['고모', '랑', '주말', '마다', '레고', '하다', '게', '너무', '재미있다']",8
251,"['어제', '가', '우리', '아빠', '생일', '이다']",8
252,"['이모', '는', '중학교', '영어', '선생님', '이에요']",8
253,"['삼촌', '은', '내', '가', '말', '하다', '거', '다', '만들다', '주다']",8
254,"['내', '동생', '은', '유치원', '다니다']",8
255,"['하다', '달', '에', '하다', '번', '수원', '할머니', '네', '집', '에', '가요']",8
256,"['고모', '가', '열', '살', '생일', '선물', '로', '제', '가', '제일', '갖다', '싶다', '레고', '를', '사주다']",8
257,"['엄마', '가', '티비', '보다', '되다', '진짜']",8
258,"['고모', '랑', '게임', '하다', '게', '재미있다']",8
259,"['그저께', '할아버지', '생신', '파티', '하다']",8
260,"['오늘', '은', '우리', '엄마', '생일', '이에요']",8
261,"['이모', '집', '에', '가면', '제', '가', '좋아하다', '사촌', '들', '과', '놀', '수', '있다', '벌써', '부터', '기대다', '요']",8
262,"['저', '는', '여동생', '이', '두', '명', '있다']",8
263,"['우리', '아빠', '는', '회사원', '이에요']",8
264,"['할아버지', '는', '책', '을', '보다', '때', '돋보기', '를', '써다']",8
265,"['할머니', '생신', '은', '다음', '달이다']",8
266,"['아빠', '는', '주말', '에', '저', '랑', '자다', '놀다']",8
267,"['이번', '주', '토요일', '은', '아빠', '생일', '이에요']",8
268,"['엄마', '가', '학교', '에', '데리다', '오다', '때', '가', '너무', '기다리다']",8
269,"['조립', '하다', '어렵다', '레고', '도', '고모', '가', '척척', '만들다', '줄다']",8
270,"['나', '숙제', '하다', '해', '방해', '하다', '마']",8
271,"['엄마', '는', '저', '한테', '항상', '양보', '하', '라고', '하다', '동생', '편', '만', '들다']",8
272,"['저', '는', '할머니', '외할아버지', '랑', '같이', '살다']",8
273,"['놀이터', '갈래', '엄마', '한테', '물어보다']",8
274,"['맨날', '내', '말', '따르다', '공부', '하다', '방해', '하다']",8
275,"['나', '는', '주말', '에', '아빠', '랑', '캐치', '볼', '을', '해']",8
276,"['우리', '이모', '는', '미국', '살', '아']",8
277,"['우리', '아빠', '는', '은행', '에서', '일해']",8
278,"['우리', '가족', '은', '네', '명', '이야']",8
279,"['우리', '엄마', '는', '선생님', '이야']",8
280,"['우리', '할머니', '는', '시골', '에', '사다']",8
281,"['우리', '삼촌', '은', '베트남', '에', '있다']",8
282,"['내', '동생', '은', '맨날', '귀찮다', '졸졸', '쫓다', '다니다']",8
283,"['나', '는', '여동생', '이', '있다']",8
284,"['시끄럽다', '떠들다', '얄밉다']",8
285,"['할머니', '는', '희다', '머리', '가', '많다', '염색', '을', '해', '요']",10
286,"['삼촌', '이', '이번', '주말', '에', '숙모', '가', '되다', '분과', '같이', '오다', '하다']",10
287,"['놀이터', '갈래', '엄마', '한테', '물어보다']",10
288,"['엄마', '는', '저', '한테', '항상', '양보', '하', '라고', '하다', '동생', '편', '만', '들다']",10
289,"['나', '지금', '숙제', '하고', '있다']",10
290,"['우리', '할머니', '는', '요리', '를', '자다', '하다']",10
291,"['다음', '주', '에', '할아버지', '생신', '이래', '요']",10
292,"['고모', '랑', '주말', '마다', '레고', '하다', '게', '너무', '재미있다']",10
293,"['이', '책', '다', '보다', '이제', '내', '가', '보다', '돼다']",10
294,"['삼촌', '은', '내', '가', '말', '하다', '거', '다', '만들다', '주다']",10
295,"['저희', '는', '할머니', '랑', '같이', '살다']",10
296,"['저', '랑', '제', '동생', '은', '쌍둥이', '에요']",10
297,"['이모', '는', '중학교', '영어', '선생님', '이에요']",10
298,"['제', '생일', '은', '시', '월', '이에요']",10
299,"['이모', '네', '갈다', '거', '예요', '이모', '부', '생신', '이래', '요']",10
300,"['엄마', '가', '학교', '에', '데리다', '오다', '때', '가', '너무', '기다리다']",10
301,"['저', '랑', '제', '동생', '은', '세', '살', '차이', '가', '나요']",10
302,"['엄마', '뱃속', '에', '동생', '이', '있다', '다음', '달', '에', '동생', '이', '태어나다']",10
303,"['제', '동생', '은', '제', '말', '을', '자다', '안', '들다']",10
304,"['삼촌', '은', '기타', '를', '자다', '치다']",10
305,"['저', '는', '동생', '이', '가끔', '미우다', '때', '가', '있다']",10
306,"['우리', '아빠', '는', '회사원', '이에요']",10
307,"['저', '는', '엄마', '도', '좋다', '아빠', '도', '좋다']",10
308,"['내일', '내', '동생', '생일', '이에요']",10
309,"['할머니', '생신', '은', '다음', '달이다']",10
310,"['우리', '엄마', '가', '세상', '에서', '제일', '예쁘다']",10
311,"['이모', '는', '저', '랑', '자다', '놀다', '주다']",10
312,"['우리', '가족', '은', '네', '명', '이에요']",10
313,"['엄마', '가', '밥', '먹다', '빨리', '나오다']",10
314,"['내', '동생', '은', '유치원', '다니다']",10
315,"['나다', '보여주다', '하다', '번만', '해', '보다']",10
316,"['할머니', '네', '집', '근처', '에', '바다', '가', '있다', '자주', '놀다', '가요']",10
317,"['아빠', '생일', '이어서', '생일', '카드', '써다']",10
318,"['할아버지', '는', '희다', '머리', '가', '많다', '눈', '이', '나쁘다', '안경', '을', '써다']",10
319,"['우리', '집', '에', '강아지', '가', '두', '마리', '있다']",10
320,"['아빠', '회사', '가', '명동', '에', '있다', '주말', '에', '놀다', '간', '적', '이', '있다']",10
321,"['밥', '먹다', '하래', '이', '거', '다', '정리', '하다']",10
322,"['내', '동생', '은', '겨울', '에', '태어나다']",10
323,"['조립', '하다', '어렵다', '레고', '도', '고모', '가', '척척', '만들다', '줄다']",10
324,"['너', '숙제', '다', '하다', '게임', '하다', '돼다']",10
325,"['아빠', '는', '주말', '에', '저', '랑', '자다', '놀다']",10
326,"['나', '이', '거', '볼', '거야', '조용하다', '해']",10
327,"['할머니', '집', '에', '놀다', '갈다', '때', '마다', '제', '가', '좋아하다', '음식', '을', '많이', '만들다', '줄다']",10
328,"['저', '도', '아빠', '닮다', '그렇다', '키', '가', '크다']",10
329,"['여름', '방학', '때', '울산', '이', '모집', '에', '놀다', '갈다', '거', '에요']",10
330,"['나', '숙제', '하다', '해', '방해', '하다', '마']",10
331,"['맛있다', '나다', '하다', '입', '만']",10
332,"['삼촌', '방', '에', '가면', '컴퓨터', '가', '크다', '게', '있다']",10
333,"['고모', '가', '열', '살', '생일', '선물', '로', '제', '가', '제일', '갖다', '싶다', '레고', '를', '사주다']",10
334,"['우리', '집', '에는', '이모', '가', '주신', '고양이', '가', '두', '마리', '있다']",10
335,"['이모', '집', '에', '가면', '제', '가', '좋아하다', '사촌', '들', '과', '놀', '수', '있다', '벌써', '부터', '기대다', '요']",10
336,"['저', '는', '엄마', '가', '제일', '좋다']",10
337,"['저', '는', '여동생', '이', '두', '명', '있다']",10
338,"['고모', '랑', '게임', '하다', '게', '재밌다']",10
339,"['어제', '가', '우리', '아빠', '생일', '이다']",10
340,"['엄마', '생일', '에', '맛있다', '거', '먹다', '갈다', '거래', '요']",10
341,"['나다', '모르다', '엄마', '한테', '물어', '보다']",10
342,"['제', '동생', '은', '제', '물건', '을', '자꾸', '가져가다']",10
343,"['우리', '가족', '은', '엄마', '아빠', '나', '세', '명', '이', '요']",10
344,"['저희', '는', '말티즈', '하다', '마리', '를', '키우다']",10
345,"['이번', '주', '토요일', '은', '아빠', '생일', '이에요']",10
346,"['이모', '생일', '이어서', '케이크', '사다']",10
347,"['저', '는', '동생', '한테', '재미있다', '동화책', '을', '자주', '읽다']",10
348,"['그저께', '할아버지', '생신', '파티', '하다']",10
349,"['우리', '집다', '고양이', '를', '키우다']",10
350,"['할머니', '는', '희다', '머리', '가', '많다']",10
351,"['할아버지', '는', '책', '을', '보다', '때', '돋보기', '를', '써다']",10
352,"['엄마', '가', '티비', '보다', '되다', '진짜']",10
353,"['하다', '달', '에', '하다', '번', '수원', '할머니', '네', '집', '에', '가요']",10
354,"['이', '거', '내', '거', '잖다', '만', '지지', '마']",10
355,"['저', '는', '할머니', '외할아버지', '랑', '같이', '살다']",10
356,"['나다', '하다', '나다', '해보다', '싶다']",10
357,"['할아버지', '랑', '문구점', '같이', '가기', '로', '약속', '하다']",10
358,"['엄마', '는', '게임', '하다', '걸', '싫어하다', '이모', '집', '에', '가면', '게임', '을', '실컷', '하다', '수', '있다']",10
359,"['삼촌', '이', '오시', '면', '제', '방', '에서', '같이', '게임', '하다']",10
360,"['할아버지', '는', '머리', '가', '하', '얘', '요']",10
361,"['너', '지금', '나', '때리다', '엄마', '한테', '이르다', '거야']",10
362,"['삼촌', '은', '나이', '가', '서른', '살이', '넘다', '결혼', '은', '하다', '않다']",10
363,"['어제', '할머니', '생신', '이', '셔', '서', '파티', '하다']",10
364,"['저', '는', '남동생', '이', '하다', '명', '있다']",10
365,"['삼촌', '이랑', '레고', '만들다', '게', '좋다']",10
366,"['우리', '아빠', '는', '키', '가', '크다']",10
367,"['동생', '이', '생기', '면', '잘', '하다', '줄', '거', '예요']",10
368,"['오늘', '은', '우리', '엄마', '생일', '이에요']",10
369,"['우리', '아빠', '는', '은행', '에서', '일해']",10
370,"['우리', '삼촌', '은', '베트남', '에', '있다']",10
371,"['우리', '가족', '은', '네', '명', '이야']",10
372,"['우리', '이모', '는', '미국', '에', '살', '아']",10
373,"['나', '는', '여동생', '이', '있다']",10
